<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
ussr_cargo_ship_liberty_2;Frachtowany Fracht;Cargo;Nave da Trasporto;Transportschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;Tungus;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Frachtowany Fracht;teherhajó;수송선;Транспартны карабель;Cargou;貨\t船;【货\t船\t】;;
ussr_pr_183_shop;RT.183;Pr.183;Pr.183;Pr. 183;Pr.183;Пр.183;Pr.183;TKA projekt 183 Bolševik;Pr.183;Pr.183;Pr.183;Pr.183;Пр.183;Pr.183;Pr. 183;Pr.183;Пр.183;Proiectul 183;183 型\t魚\t雷\t艇;183 型\t鱼\t雷\t艇;;
ussr_pr_183_0;"Pierwowzór 183 ""Więcej wiksy""";"Projet 183 ""Bolshevik""";"Pr.183 ""Bolshevik""";"Pr. 183 ""Bolshevik""";"Pr.183 ""Bolchevique""";"Пр.183 ""Большевик""";"Pr.183 ""Bolszewik""";"Pr.183 ""Bolshevik""";"Pr.183 ""Bolshevik""";183 型 (布\t尔\t什\t维\t克\t级) 鱼\t雷\t艇;"Pr.183 ""Bolshevik""";"Pr.183 ""Bolshevik""";"Пр.183 ""Большевик""";"Project 183 ""Bolshevik""";"Pr.183 ""Bolshevik""";"Pr.183 ""볼셰비키""";"Пр.183 ""Большевик""";Proiectul 183 „Bolșevic”;183 型\t（布\t爾\t什\t維\t克\t級）\t魚\t雷\t艇;183 型\t鱼\t雷\t艇;;
ussr_pr_183_1;RT.183;Pr.183;Pr.183;Pr. 183;Pr.183;Пр.183;Pr.183;TKA projekt 183;Pr.183;Pr.183;Pr.183;Pr.183;Пр.183;Pr.183;Pr. 183;Pr.183;Пр.183;Proiectul 183;183 型\t魚\t雷\t艇;183 型;;
ussr_pr_183_2;Łódź Drętwej Lokomotywy;Patrouilleur lance-torpilles;Motosilurante;Torpedo-Schnellboot;Lancha Torpedera;Торпедный катер;Łódź Drętwej Lokomotywy;TKA-183;Motorlu Torpido Botu;鱼\t雷\t艇;高速魚雷艇;Torpedeiro;Торпедний човен;Łódź Drętwej Lokomotywy;motoros torpedónaszád;어뢰정;Тарпедны катар;Barcă torpiloare;魚\t雷\t艇;鱼\t雷\t艇;;
ussr_mkl_186_shop;WMADPŁ RT.186;MBK pr.186;MBK pr.186;MBK Pr. 186;MBK pr.186;МБК Пр.186;MBK pr.186;MBK projekt 186;MBK pr.186;MBK Pr.186;MBK pr.186;MBK pr.186;МБК пр. 186;MBK pr.186;MBK pr.186;MBK pr.186;МБК пр. 186;MBK Proiectul 186;186 型\t炮\t艇;186 型;;
ussr_mkl_186_0;Wskazówki Morse'a do Anonowców o Danych Patelniowych na temat Łodzi Rysunek Ttechniczny 186;MBK pr.186;MBK pr.186;MBK Pr. 186;MBK pr.186;МБК Пр.186;MBK pr.186;Morskoj broně katěr projekt 186;MBK pr.186;186 型\t炮\t艇;MBK pr.186;MBK pr.186;МБК пр. 186;MBK pr.186;MBK pr.186;MBK pr.186;МБК пр. 186;MBK Proiectul 186;186 型\t炮\t艇;186 型\t装\t甲\t炮\t艇;;
ussr_mkl_186_1;WMADPŁ RT.186;MBK pr.186;MBK pr.186;MBK Pr. 186;MBK pr.186;МБК Пр.186;MBK pr.186;MBK projekt 186;MBK pr.186;MBK Pr.186;MBK pr.186;MBK pr.186;МБК пр. 186;MBK pr.186;MBK pr.186;MBK pr.186;МБК пр. 186;MBK Proiectul 186;186 型\t炮\t艇;186 型;;
ussr_mkl_186_2;Nawalona Łódź Uzbrojonego Pistoletu;Bateau blindé;Battello Corazzato;Gepanzertes Kanonenboot;Barco Blindado Naval;Морской бронекатер;Naval Łódź Uzbrojonego Pistoletu;Naval Łódź Uzbrojonego Pistoletu;Zırhlı Donanma Botu;近\t海\t装\t甲\t艇;装甲艦;Barco Blindado;Морський бронекатер;Łódź Pistoletowatej Lokomotywy;páncélos naszád;장갑포정;Морской бронекатер;Barcă de patrulare;近\t海\t裝\t甲\t艇;近\t海\t装\t甲\t艇;;
germ_mkpz_m47_shop;mKPz M47 G;mKPz M47;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀ mKPz M47;mKPz M47G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀mKPz M47 G;mKPz M47 G;mKPz M47;mKPz M47 G;▀ mKPz M47 G;〔D〕\tM47;;
germ_mkpz_m47_0;mKPz M47 G;mKPz M47;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀ Kampfpanzer M47;mKPz M47G;中\t型\t战\t斗\t坦\t克 M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀mKPz M47 G;mKPz M47 G;mKPz M47;mKPz M47 G;▀ 中\t型\t坦\t克 M47 G;〔D〕\tM47;;
germ_mkpz_m47_1;mKPz M47 G;mKPz M47;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀ mKPz M47;mKPz M47G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;mKPz M47 G;▀mKPz M47;mKPz M47 G;mKPz M47;mKPz M47 G;▀ mKPz M47 G;〔D〕\tM47;;
germ_mkpz_m47_2;Średnio Wysmażony Zbiornik;Char moyen;Carro armato medio;Mittelschwerer Panzer;Tanque medio;Средний танк;Średnio Wysmażony Zbiornik;střední tank;Orta Tank;中\t型\t坦\t克;中戦車;Tanque Médio;Середній танк;Średnio Wysmażony Zbiornik;közepes harckocsi;중형전차;Сярэдні танк;Tanc mediu;中\t型\t坦\t克;中\t型\t坦\t克;;
ussr_valentine_mk_9_shop;"▂Marek-IX ""Cicha Sympatia""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂Marek-IX ""Walentynka""";▂ Valentine Mk.IX;"▂МК-IX ""Valentine""";▂\t瓦\t伦\t丁 Mk IX;"▂МК-IX ""バレンタイン""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂МК-IX Valentine;"▂МК-IX ""발렌타인""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂ 瓦\t倫\t丁 Mk IX;▂\t步\t兵\t坦\t克 Mk III\t“瓦\t伦\t丁”\tMk IX;;
ussr_valentine_mk_9_0;"▂Marek-IX ""Cicha Sympatia""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂Marek-IX ""Walentynka""";▂ Infantry Tank Mk.III Valentine Mk.IX;"▂МК-IX ""Valentine""";▂\t步\t兵\t坦\t克 Mk III 瓦\t伦\t丁 Mk IX;"▂МК-IX ""バレンタイン""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂МК-IX Valentine;"▂МК-IX ""발렌타인""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂ 瓦\t倫\t丁 Mk IX;▂\t步\t兵\t坦\t克 Mk III\t“瓦\t伦\t丁”\tMk IX;;
ussr_valentine_mk_9_1;"▂Marek-IX ""Cicha Sympatia""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂Marek-IX ""Walentynka""";▂ Valentine Mk.IX;"▂МК-IX ""Valentine""";▂\t瓦\t伦\t丁 Mk IX;"▂МК-IX ""バレンタイン""";"▂МК-IX ""Valentine""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂МК-IX Valentine;"▂МК-IX ""발렌타인""";"▂МК-IX ""Валентин""";"▂МК-IX ""Valentine""";▂ 瓦\t倫\t丁 Mk IX;▂\t步\t兵\t坦\t克 Mk III\t“瓦\t伦\t丁”\tMk IX;;
ussr_valentine_mk_9_2;Zbiornik Piechociarz;Char d’infanterie;Carro per fanteria;Infantry tank;Tanque de infantería;Пехотный танк;Zbiornik Piechociarz;▂ Valentine;Piyade tankı;步\t兵\t坦\t克;歩兵戦車;Tanque de infantaria;Піхотний танк;Infantry tank;gyalogsági harckocsi;보병전차;Пехотный танк;Infantry tank;步\t兵\t坦\t克;步\t兵\t坦\t克;;
ussr_a_12_mk_2_matilda_2A_F96_shop;"▂Marek-II ""Chory Mateusz""";▂Matilda Mk II;"▂MK-II ""Matilda""";"▂MK-II ""Matilda""";"▂MK-II ""Matilda""";"▂МК-II ""Матильда""";"▂Marek-II ""Matylda""";▂ Matilda Mk.IIA (F-96);"▂MK-II ""Matilda""";玛\t蒂\t尔\t达\t/F-96;"▂MK-II ""マチルダ""";"▂MK-II ""Matilda""";"▂МК-II ""Матильда""";"▂MK-II ""Matilda""";▂MK-II Matilda;"▂MK-II ""마틸다""";▂Matilda Мк.II;▂MK-II „Matilda”;▂\t瑪\t蒂\t達 Mk ll (F-96);▂\t“玛\t蒂\t尔\t达 II”;;
ussr_a_12_mk_2_matilda_2A_F96_0;"▂Zbiornik Marek-II ""Chory Mateusz"" (F-96)";"▂MK-II ""Matilda"" (F-96)";"▂Tank MK-II ""Matilda"" (F-96)";"▂Tank MK-II ""Matilda"" (F-96)";"▂Tanque MK-II ""Matilda"" (F-96)";"▂Танк МК-II ""Матильда"" (Ф-96)";"▂Zbiornik Marek-II ""Matylda"" (F-96)";▂ Infantry Tank Mk.II Matilda Mk.IIA (F-96);"▂Tank MK-II ""Matilda"" (F-96)";步\t兵\t坦\t克 Mk II 玛\t蒂\t尔\t达 (A12)/F-96;"▂戦車 MK-II ""マチルダ"" (F-96)";"▂Tank MK-II ""Matilda"" (F-96)";"▂Танк МК-II ""Матильда"" (Ф-96)";"▂Tank MK-II ""Matilda"" (F-96)";▂MK-II Matilda (F-96);"▂전차 MK-II ""마틸다"" (F-96 탑재형)";▂Танк падтрымкі пяхоты Мк.II A12 «Matilda» IIA Ф96;▂Tanc MK-II „Matilda” (F-96);▂\t步\t兵\t坦\t克 Mk II 瑪\t蒂\t達 A12(F-96);▂\t步\t兵\t坦\t克 Mk II\t“玛\t蒂\t尔\t达 II”\t(A12)/F-96;;
ussr_a_12_mk_2_matilda_2A_F96_1;"▂Marek-II ""Chory Mateusz""";▂Matilda Mk II;"▂MK-II ""Matilda""";"▂MK-II ""Matilda""";"▂MK-II ""Matilda""";"▂МК-II ""Матильда""";"▂Marek-II ""Matylda""";▂ Matilda Mk.II;"▂MK-II ""Matilda""";玛\t蒂\t尔\t达\t/F-96;"▂MK-II ""マチルダ""";"▂MK-II ""Matilda""";"▂МК-II ""Матильда""";"▂MK-II ""Matilda""";▂MK-II Matilda;"▂MK-II ""마틸다""";▂Matilda Мк.II;▂MK-II „Matilda”;▂\t瑪\t蒂\t達 Mk ll (F-96);▂\t“玛\t蒂\t尔\t达 II”;;
ussr_a_12_mk_2_matilda_2A_F96_2;Zbiornik Piechociarz;Char d’infanterie;Carro per fanteria;Infanteriepanzer;Tanque de infantería;Пехотный танк;Zbiornik Piechociarz;▂ Matilda;Piyade Destek Tankı;步\t兵\t坦\t克;歩兵戦車;Tanque de infantaria;Піхотний танк;Infantry tank;gyalogsági harckocsi;보병전차;Пяхотны танк;Tanc de infanterie;步\t兵\t坦\t克;▂\t步\t兵\t坦\t克;;
uk_a_33_excelsior_shop;Wełna Drzewna;Excelsior;Excelsior;Excelsior;Excelsior;Excelsior;Wełna Drzewna;Excelsior;Excelsior;奋\t进;エクセルシアー;Excelsior;Excelsior;Excelsior;Excelsior;엑셀시어;Excelsior;Excelsior;奮\t進;“奋\t进”;;
uk_a_33_excelsior_0;Zbiornik, Ciężki Napadacz, A33 (Wełna Drzewna);Tank, Heavy Assault, A33 (Excelsior);Tank, Heavy Assault, A33 (Excelsior);"A.33 Heavy Assault Tank ""Excelsior""";Tanque, Asalto Pesado, A33 (Excelsior);Tank, Heavy Assault, A33 (Excelsior);Zbiornik, Ciężki Napadacz, A33 (Wełna Drzewna);Heavy Assault Tank Excelsior;"Tank, Ağır Taarruz, A33 ""Excelsior""";重\t型\t突\t击\t坦\t克 奋\t进 (A33);戦車、\t重突撃、\tA33 (エクセルシアー);Carro de combate pesado de Assalto A.33 (Excelsior);Tank, Heavy Assault, A33 (Excelsior);Tank, Heavy Assault, Excelsior (A33);Tank, Heavy Assault, A33 (Excelsior);전차, 중강습, 엑셀시어 (A33);A.33 Heavy Assault Tank «Excelsior»;Tanc greu de asalt A33 „Excelsior”;重\t型\t突\t擊\t坦\t克 奮\t進 (A33);重\t型\t突\t击\t坦\t克\t“奋\t进”\t(A33);;
uk_a_33_excelsior_1;Wełna Drzewna;Excelsior;Excelsior;Excelsior;Excelsior;Excelsior;Wełna Drzewna;Excelsior;Excelsior;奋\t进;エクセルシアー;Excelsior;Excelsior;A.33;Excelsior;A.33;A.33;A33;奮\t進;“奋\t进”;;
uk_a_33_excelsior_2;Ciężki Zbiornik;Char lourd;Carro armato pesante;Schwerer Panzer;Tanque pesado;Тяжёлый танк;Ciężki Zbiornik;Excelsior;Ağır Tank;重\t型\t坦\t克;重戦車;Tanque Pesado;Важкий танк;Teški tenk;nehéz harckocsi;중전차;Цяжкі танк;Tanc greu;重\t型\t坦\t克;重\t型\t坦\t克;;
uk_fv102_striker_shop;Strajkujący;Striker;Striker;Striker;Striker;Striker;Strajkujący;Striker;Striker;打\t击\t者;ストライカー;Striker;Striker;Striker;Striker;스트라이커;Striker;Striker;前\t鋒;“打\t击\t者”;;
uk_fv102_striker_0;FV102 Strajkujący;FV102 Striker;FV102 Striker;FV102 Striker;FV102 Striker;FV102 Striker;FV102 Strajkujący;Anti-tank Misille Carrier Striker;FV102 Striker;FV102 打\t击\t者;FV102 ストライカー;FV102 Striker;FV102 Striker;FV102 Striker;FV102 Striker;FV102 스트라이커;FV102 Striker;FV102 Striker;FV102 前\t鋒;FV102\t“打\t击\t者”;;
uk_fv102_striker_1;Strajkujący;Striker;Striker;Striker;Striker;Striker;Strajkujący;Striker;Striker;打\t击\t者;ストライカー;Striker;Striker;Striker;Striker;스트라이커;Striker;Striker;前\t鋒;“打\t击\t者”;;
uk_fv102_striker_2;Pistolet Samonapędowiec;Canon automoteur;Lanciamissili;Selbstfahrlafette;CAP;САУ;Pistolet Samonapędowiec;samohybné dělo;KMT;自\t行\t火\t炮;自走砲;OAP;САУ;Samohotka;önjáró löveg;자주포;САУ;Vânător de tancuri;自\t行\t火\t炮;自\t行\t火\t炮;;
uk_cargo_ship_liberty_shop;Frachtowany Fracht;Cargo;Nave da Trasporto;Transportschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;HMS Assistance;Kargo Gemisi;【货\t船\t】\t自\t由\t轮;貨物船;Cargueiro;Вантажне судно;Frachtowany Fracht;teherhajó;수송선;Транспартны карабель;Cargou britanic;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_0;Frachtowany Fracht;Cargo;Nave da Trasporto;Transportschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;HMS Assistance;Kargo Gemisi;【货\t船\t】\t自\t由\t轮;貨物船;Cargueiro;Вантажне судно;Frachtowany Fracht;teherhajó;수송선;Транспартны карабель;Cargou britanic;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_1;Frachtowany Fracht;Cargo;Nave da Trasporto;Transportschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;HMS Assistance;Kargo Gemisi;【货\t船\t】\t自\t由\t轮;貨物船;Cargueiro;Вантажне судно;Frachtowany Fracht;teherhajó;수송선;Транспартны карабель;Cargou;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_2;Frachtowany Fracht;Cargo;Nave da Trasporto;Transportschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;Assistance;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Frachtowany Fracht;teherhajó;수송선;Транспартны карабель;Cargou;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_EC_0;Frachtowany Fracht;Cargo;Nave da Trasporto;Frachtschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;Liberty;Kargo Gemisi;【货\t船\t】\t自\t由\t轮;貨物船;Cargueiro;Транспортний корабель;Frachtowany Fracht;teherhajó;수송선;Транспортный корабль;Frachtowany Fracht;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_EC_1;Frachtowany Fracht;Cargo;Nave da Trasporto;Frachtschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;Liberty;Kargo Gemisi;【货\t船\t】\t自\t由\t轮;貨物船;Cargueiro;Транспортний корабель;Frachtowany Fracht;teherhajó;수송선;Транспортный корабль;Frachtowany Fracht;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
uk_cargo_ship_liberty_EC_2;Frachtowany Fracht;Cargo;Nave da Trasporto;Frachtschiff;Buque de carga;Транспортный корабль;Frachtowany Fracht;Liberty;Kargo Gemisi;货\t船;貨物船;Cargueiro;Транспортний корабель;Frachtowany Fracht;teherhajó;수송선;Транспортный корабль;Frachtowany Fracht;【貨\t船\t】\t自\t由\t輪;【货\t船\t】;;
it_p_26_40_shop;"P40 ""Z.Z. Młody Lew""";"P40 ""Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""Z.Z. Młody Lew""";P26/40 [GC Leoncello];"P40 ""G.C. Leoncello""";P40 (“幼\t狮”\t装\t甲\t大\t队);"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";P40 (Leoncello);"P40 ""G.C. 리온첼로""";"P40 ""Leoncello""";P40 G. B. „Leoncello”;P40\t（“幼\t獅”\t装\t甲\t大\t隊）;P40\t（“幼\t狮”\t军\t团）;;
it_p_26_40_0;"Fiat-Jakosalto P40 Zespół Zezbrojonego ""Młody Lew""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 ""Gruppo Corazzato Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Jakosalto P40 Zespół Zezbrojonego ""Młody Lew""";Semovente P26/40 [Gruppo Corazzato Leoncello];"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";菲\t亚\t特\t-\t安\t萨\t尔\t多 P26/40 (“幼\t狮”\t装\t甲\t大\t队);"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";Fiat-Ansaldo P40 (Leoncello páncélososztály);"피아트-안살도 P40 ""레온첼로"" 기갑부대";"Fiat-Ansaldo P40 Gruppo Corazzato ""Leoncello""";Fiat-Ansaldo P40, grupul de blindate „Leoncello”;飛\t雅\t特\t-\t安\t薩\t爾\t多 P26/40\t（“幼\t獅”\t装\t甲\t大\t隊）;P40\t（“幼\t狮”\t军\t团）;;
it_p_26_40_1;"P40 ""Z.Z. Młody Lew""";"P40 ""Leoncello""";P40;"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""Z.Z. Młody Lew""";P26/40;"P40 ""G.C. Leoncello""";P40 (“幼\t狮”\t装\t甲\t大\t队);"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";"P40 ""G.C. Leoncello""";P40;"P40 ""G.C. 리온첼로""";"P40 ""Leoncello""";P40 G. B. „Leoncello”;P40\t（“幼\t獅”\t装\t甲\t大\t隊）;P40\t（“幼\t狮”\t军\t团）;;
it_p_26_40_2;Średnio Wysmażony Organ Propagandy;Char moyen;Carro armato medio;Mittelschwerer Panzer;Tanque medio;Средний танк;Średnio Wysmażony Organ Propagandy;střední tank;Orta Tank;中\t型\t坦\t克;中戦車;Tanque Médio;Середній танк;Średnio Wysmażony Zbiornik;közepes harckocsi;중형전차;Сярэдні танк;Tanc mediu;中\t型\t坦\t克;中\t型\t坦\t克;;
it_p_40_shop;P40;P40;P40;P40;P40;P40;P40;P26/40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;;
it_p_40_0;Fiat-Jakosalto P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Jakosalto P40;Carro Armato P26/40;Fiat-Ansaldo P40;菲\t亚\t特\t-\t安\t萨\t尔\t多 P26/40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;피아트-안살도 P40;Fiat-Ansaldo P40;Fiat-Ansaldo P40;飛\t雅\t特\t-\t安\t薩\t爾\t多 P26/40;菲\t亚\t特\t-\t安\t萨\t尔\t多 P26/40;;
it_p_40_1;P40;P40;P40;P40;P40;P40;P40;P26/40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;P40;;
it_p_40_2;Średnio Wysmażony Organ Propagandy;Char moyen;Carro armato medio;Średnio Wysmażony Zbiornik;Tanque medio;Средний танк;Średnio Wysmażony Organ Propagandy;střední tank;Orta Tank;中\t型\t坦\t克;中戦車;Tanque Médio;Середній танк;Średnio Wysmażony Zbiornik;közepes harckocsi;중형전차;Средний танк;Tanc mediu;中\t型\t坦\t克;中\t型\t坦\t克;;
it_m26_ariete_shop;"M26 ""D.W-F.Baran""";"M26 ""Ariete""";"M26 ""D.C. Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.W-F.Baran""";M26 Pershing [132. DC Ariete];"M26 ""D.C.Ariete""";⛨\tM26 (第 132 装\t甲\t师);"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";▄M26 (Ariete);M26 아리에테;"M26 ""Ariete""";M26 D. B. „Ariete”;▄ M26\t（第 132 裝\t甲\t師）;M26\t“潘\t兴”\t（第 132 装\t甲\t师）;;
it_m26_ariete_0;"M26 Wymierający 132ª Dział Wojno-Frachtowca ""Baran""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Pershing ""132ª Divisione Corazzata Ariete""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Wymierający 132ª Dział Wojno-Frachtowca ""Baran""";Średnio Wysmażony Zbiornik M26 Pershing [132ª Divisione corazzata Ariete];"M26 Pershing 132ª Divisione corazzata ""Ariete""";⛨\t中\t型\t坦\t克 M26\t“潘\t兴” (第 132\t“公\t羊”\t装\t甲\t师);"M26 パーシング 132ª Divisione corazzata ""アリエテ""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";"M26 Pershing 132ª Divisione corazzata ""Ariete""";▄M26 Pershing (132. Ariete páncéloshadosztály);"M26 퍼싱 제132ª ""아리에테"" 기갑사단 소속차";"M26 Pershing 132ª Divisione corazzata ""Ariete""";M26 Pershing, divizia blindate 132 „Berbec”;▄ M26 潘\t星\t（第 132\t“公\t羊”\t裝\t甲\t師）;M26\t“潘\t兴”\t（第 132\t“阿\t列\t特”\t装\t甲\t师）;;
it_m26_ariete_1;"M26 ""D.W-F.Baran""";"M26 ""Ariete""";M26;"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.W-F.Baran""";M26 Pershing;"M26 ""D.C.Ariete""";⛨\tM26 (第 132 装\t甲\t师);"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";"M26 ""D.C.Ariete""";▄M26;M26 아리에테;"M26 ""Ariete""";M26 D. B. „Ariete”;▄ M26\t（第 132 裝\t甲\t師）;M26\t“潘\t兴”\t（第 132 装\t甲\t师）;;
it_m26_ariete_2;Średnio Wysmażony Organ Propagandy;Char moyen;Carro armato medio;Mittelschwerer Panzer;Tanque medio;Средний танк;Średnio Wysmażony Organ Propagandy;Pershing;Orta Tank;中\t型\t坦\t克;中戦車;Tanque Médio;Середній танк;Średnio Wysmażony Zbiornik;közepes harckocsi;중형전차;Сярэдні танк;Tanc mediu;中\t型\t坦\t克;中\t型\t坦\t克;;
us_m8_greyhound_shop;M8 Prześladowca Gejów;M8 LAC;M8 LAC;M8 LAC;M8 LAC;M8 LAC;M8 Prześladowca Gejów;M8 Greyhound;M8;M8 轻\t型\t装\t甲\t车;M8;M8;M8 LAC;M8;M8;M8;M8;M8;M8;M8\t“灰\t狗”;;
us_m8_greyhound_0;Lekkostrawny Ubzrojony Wagon Manekin 8 Prześladowca Gejów;Light Armored Car M8 ;Light Armored Car M8 Greyhound;Light Armored Car M8;Automóvil Blindado M8;Light Armored Car M8;Lekkostrawny Ubzrojony Wagon Manekin 8 Prześladowca Gejów;Light Armored Car M8 Greyhound;"Hafif Zırhlı Araba, M8 ""Greyhound""";轻\t型\t装\t甲\t车 M8\t“灰\t狗”;軽装甲車 M8;Carro Blindado Leve M8;Light Armored Car M8;Light Armored Car M8;Light Armored Car M8 Greyhound;경장갑차 M8;Light Armored Car M8 ;Vehicul blindat ușor M8;M8 灰\t狗 輕\t型\t裝\t甲\t車;M8\t“灰\t狗”;;
us_m8_greyhound_1;M8 Prześladowca Gejów;M8;M8;M8;M8;M8;M8 Prześladowca Gejów;M8 Greyhound;M8;M8 轻\t型\t装\t甲\t车;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8\t“灰\t狗”;;
us_m8_greyhound_2;Lekkostrawny Zbiornik;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Zbiornik;Greyhound;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Laki tenk;könnyű harckocsi;경전차;Лёгкі танк;Tanc ușor;輕\t型\t坦\t克;轻\t型\t坦\t克;;
"germ_m109g_shop";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"◄\tM109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";;
"germ_m109g_0";"Manekin 109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"◄\tM109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";;
"germ_m109g_1";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"◄\tM109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";"M109G";;
